%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
81.0, -133313.64939375513, -159441.5869643196, -20124.661341269177, -100390.60269482169, 64522.84777436827, -78783.46190255426, 52765.22669377646, -115439.47344296855, 0.06, 0.9440000000000001, 0.124, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790137353E9, 0.0, 2022-10-21 19:14:39.013
82.0, -133306.1168558737, -159438.90475498495, -20125.37659709175, -100402.49382287191, 64525.64174242518, -78784.8477107105, 52768.065365322276, -115434.57841093284, 0.06, 0.9440000000000001, 0.124, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879013759E9, 0.0, 2022-10-21 19:14:39.013
83.0, -133288.03429460936, -159428.71235951333, -20132.08212042834, -100429.89706157411, 64517.39394872117, -78818.352975649, 52740.57271964225, -115448.03416109493, 0.06, 0.9440000000000001, 0.124, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790137825E9, 0.0, 2022-10-21 19:14:39.013
84.0, -133293.04108536735, -159442.27986839772, -20144.822614767865, -100433.78626510935, 64507.24625673846, -78833.77567932317, 52725.15001596809, -115455.27612629846, 0.062, 0.936, 0.122, 192.0, 1.0, 240.0, 29.0, 64.0, 3.0, 208.0, 0.0, 0.0, 0.0, 1.6664048790138063E9, 0.0, 2022-10-21 19:14:39.013
85.0, -133290.3141725438, -159435.70845552784, -20133.55733556239, -100405.28779092882, 64525.9323151031, -78801.94679521881, 52749.58047265774, -115430.13041378623, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790138323E9, 0.0, 2022-10-21 19:14:39.013
86.0, -133296.72912320247, -159421.4256908209, -20135.7031030301, -100416.46366315648, 64526.044073825375, -78801.05272544059, 52744.43957143302, -115429.54926843039, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790138564E9, 0.0, 2022-10-21 19:14:39.013
87.0, -133322.7689054929, -159431.2381066368, -20147.907155502697, -100440.3576779792, 64518.7797568774, -78813.36853663546, 52724.97120201245, -115444.39082674871, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014105E9, 0.0, 2022-10-21 19:14:39.014
88.0, -133320.712545003, -159431.95336245935, -20150.70112355961, -100441.67643090207, 64510.5766666623, -78819.93994950532, 52719.47267287644, -115455.23142280953, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66640487901413E9, 0.0, 2022-10-21 19:14:39.014
89.0, -133288.3025155428, -159402.5161150117, -20134.719626274065, -100410.54045087582, 64525.261762769434, -78807.93706273283, 52737.666992863065, -115445.44135873811, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790141544E9, 0.0, 2022-10-21 19:14:39.014
90.0, -133279.6076869497, -159394.78241143018, -20135.36782686327, -100416.97775327894, 64524.59121043578, -78811.96037673479, 52737.46582716297, -115442.98266684804, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790141785E9, 0.0, 2022-10-21 19:14:39.014
91.0, -133278.73596891595, -159391.09437359506, -20145.381408379246, -100443.95630883651, 64516.52223068741, -78835.74263283523, 52715.203489685475, -115451.49868148551, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790142028E9, 0.0, 2022-10-21 19:14:39.014
92.0, -133260.56400067377, -159373.34708849754, -20138.787643764932, -100439.77653262336, 64519.405605722146, -78840.30238870412, 52711.00136172788, -115447.00598085, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014227E9, 0.0, 2022-10-21 19:14:39.014
93.0, -133254.32786397074, -159370.10608555152, -20145.73903629053, -100427.88540457314, 64514.73409113099, -78835.92144679088, 52711.26958266134, -115452.92919313065, 0.062, 0.936, 0.122, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014256E9, 0.0, 2022-10-21 19:14:39.014
94.0, -133237.16172422908, -159363.48996919274, -20152.51161486049, -100432.84749184221, 64511.02370155141, -78832.50162988922, 52710.42021637204, -115454.65027745371, 0.058, 0.936, 0.112, 192.0, 1.0, 208.0, 29.0, 64.0, 3.0, 128.0, 0.0, 0.0, 0.0, 1.6664048790142837E9, 0.0, 2022-10-21 19:14:39.014
95.0, -133231.97611951546, -159348.22372772978, -20145.202594423605, -100451.22062578448, 64509.66024513963, -78847.72316786328, 52699.57962031122, -115448.57060296186, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66640487901431E9, 0.0, 2022-10-21 19:14:39.014
96.0, -133229.40566890308, -159339.9982857702, -20147.907155502697, -100460.4071927556, 64503.64762588115, -78862.92235409288, 52689.94601845098, -115450.6493151962, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790143344E9, 0.0, 2022-10-21 19:14:39.014
97.0, -133216.46400886346, -159327.5036606197, -20146.61075432429, -100444.80567512581, 64507.96151256103, -78852.12646152097, 52703.98291396892, -115445.84369013831, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790143583E9, 0.0, 2022-10-21 19:14:39.014
98.0, -133206.31631688075, -159316.50660234768, -20143.816786267376, -100432.06518078627, 64513.70591088604, -78831.58520836654, 52722.266640933354, -115441.03806508041, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014382E9, 0.0, 2022-10-21 19:14:39.014
99.0, -133191.47475856243, -159299.27340737265, -20139.12291993176, -100451.93588160705, 64510.06257653983, -78849.62306614198, 52711.80602452827, -115432.11971904275, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790144055E9, 0.0, 2022-10-21 19:14:39.014
100.0, -133187.0938166492, -159292.4114218249, -20139.391140865224, -100458.0602595878, 64512.968303319016, -78856.99914181222, 52700.47369008943, -115429.3928062192, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014429E9, 0.0, 2022-10-21 19:14:39.014
101.0, -133185.9315259375, -159289.52804679013, -20142.69919904461, -100448.02432632737, 64506.93333231608, -78846.73969110724, 52704.72052153594, -115440.79219589141, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790144536E9, 0.0, 2022-10-21 19:14:39.014
102.0, -133183.91986893653, -159289.57275027904, -20145.917850246176, -100445.36446873719, 64503.08883226977, -78848.28196147465, 52707.71565529295, -115446.96127736107, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790145514E9, 0.0, 2022-10-21 19:14:39.014
103.0, -133170.3300083077, -159276.83225593952, -20142.542736833424, -100452.1593990516, 64507.223904994, -78854.47339468877, 52705.1899081695, -115440.90395461369, 0.058, 0.936, 0.112, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790145757E9, 0.0, 2022-10-21 19:14:39.014
104.0, -133148.91703711954, -159257.36388651896, -20135.971323963564, -100458.3061287768, 64513.37063471921, -78865.20223202732, 52697.1879836545, -115432.03031206493, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 1.0, 32.0, 29.0, 96.0, 3.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790146E9, 0.0, 2022-10-21 19:14:39.014
105.0, -133131.54973167775, -159240.53302294412, -20128.50584131549, -100434.47916918746, 64524.993541835975, -78847.90198181891, 52713.30359140678, -115422.82139334934, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014626E9, 0.0, 2022-10-21 19:14:39.014
106.0, -133136.53417069127, -159243.93048810132, -20142.766254277976, -100433.51804417587, 64514.152945775146, -78837.46371715829, 52718.86917577615, -115426.8447073513, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790146503E9, 0.0, 2022-10-21 19:14:39.014
107.0, -133128.64400489855, -159233.96161007424, -20146.11901594627, -100448.71723040548, 64507.60388464975, -78847.1643742519, 52711.023713472336, -115426.66589339566, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66640487901469E9, 0.0, 2022-10-21 19:14:39.014
108.0, -133119.5691966497, -159227.6807698823, -20151.371675893268, -100468.3644137817, 64497.657358367134, -78868.93497335137, 52693.76816675284, -115425.34714047279, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790147135E9, 0.0, 2022-10-21 19:14:39.014
109.0, -133116.03762102575, -159231.05588329505, -20161.76523706499, -100460.04956484433, 64486.7720588174, -78880.0214386012, 52686.079166660216, -115431.53857368692, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790147376E9, 0.0, 2022-10-21 19:14:39.014
110.0, -133114.40594368053, -159232.84402285147, -20168.850740057318, -100447.48788446044, 64477.27256742389, -78877.33922926655, 52688.157878894555, -115441.66391392516, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790147622E9, 0.0, 2022-10-21 19:14:39.014
111.0, -133107.6780685995, -159216.79547033258, -20165.430923155658, -100461.90475963411, 64477.65254707963, -78891.24201431776, 52680.3347683352, -115432.9914370765, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790147855E9, 0.0, 2022-10-21 19:14:39.014
112.0, -133100.59256560713, -159202.7809265591, -20162.36873416528, -100477.66273947511, 64479.66420408061, -78909.9727761713, 52666.2308175839, -115425.01186430597, 0.036000000000000004, 0.9400000000000001, 0.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790148096E9, 0.0, 2022-10-21 19:14:39.014
113.0, -133102.2689464413, -159214.4261854203, -20179.84779832933, -100482.22249534399, 64464.15209342863, -78920.96983444331, 52651.97040462142, -115445.01667559346, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 96.0, 28.0, 224.0, 2.0, 64.0, 0.0, 0.0, 0.0, 1.6664048790148335E9, 0.0, 2022-10-21 19:14:39.014
114.0, -133105.9793360209, -159218.44949942228, -20187.268577488492, -100477.41687028609, 64452.4621310785, -78913.03496516169, 52658.65357621355, -115450.15757681818, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790148623E9, 0.0, 2022-10-21 19:14:39.014
115.0, -133091.94244050296, -159200.99278700267, -20174.10340000432, -100479.94261740954, 64459.14530267064, -78913.5714070286, 52666.94607340647, -115433.32671324334, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790148857E9, 0.0, 2022-10-21 19:14:39.014
116.0, -133069.07660592516, -159178.41752510282, -20158.300716674414, -100483.20597210003, 64476.71377381251, -78908.16228487043, 52672.62341649812, -115411.66787286615, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790149107E9, 0.0, 2022-10-21 19:14:39.014
117.0, -133067.84725998013, -159176.38351635737, -20160.826463797865, -100488.12335588019, 64475.26091042291, -78907.11175288103, 52666.92372166202, -115414.32773045632, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790149615E9, 0.0, 2022-10-21 19:14:39.014
118.0, -133061.54406804373, -159175.40003960134, -20164.08981848834, -100479.22736158698, 64464.26385215091, -78914.51018029574, 52662.028689626306, -115422.06143403787, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879014985E9, 0.0, 2022-10-21 19:14:39.014
119.0, -133060.53823954324, -159172.65077503334, -20168.247242957026, -100485.12822212318, 64450.249308377424, -78928.14474441347, 52650.58459646519, -115432.65616090968, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790150092E9, 0.0, 2022-10-21 19:14:39.015
120.0, -133067.22141113537, -159178.93161522527, -20176.472684916578, -100514.58782131528, 64440.61570651719, -78950.29532316868, 52631.920889845, -115443.2508877815, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790150328E9, 0.0, 2022-10-21 19:14:39.015
121.0, -133074.39632110554, -159183.75959202764, -20183.669946631187, -100526.16602494313, 64434.82660470327, -78967.86379431056, 52616.45348268193, -115444.502585471, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790150561E9, 0.0, 2022-10-21 19:14:39.015
122.0, -133078.41963510748, -159184.09486819446, -20186.061583287905, -100510.65391429114, 64431.42913954606, -78960.2418494513, 52623.2707647408, -115444.68139942664, 0.012, 0.924, 0.07200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790150797E9, 0.0, 2022-10-21 19:14:39.015
123.0, -133061.23114362135, -159168.58275754246, -20174.796304082432, -100513.60434455924, 64427.249363332914, -78967.26029721026, 52624.07542754119, -115442.62503893675, -0.006, 0.914, 0.054, 192.0, 255.0, 208.0, 28.0, 144.0, 1.0, 176.0, 0.0, 0.0, 0.0, 1.6664048790151036E9, 0.0, 2022-10-21 19:14:39.015
124.0, -133051.7093004834, -159160.7149434942, -20172.583481381356, -100537.45365589306, 64422.17551734156, -78989.07559979864, 52601.63427610806, -115437.52884120094, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790151296E9, 0.0, 2022-10-21 19:14:39.015
125.0, -133036.77833518723, -159145.2698880756, -20158.88186203025, -100531.44103663457, 64437.0617791488, -78980.06784678315, 52603.355360431124, -115422.55317241588, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790151544E9, 0.0, 2022-10-21 19:14:39.015
126.0, -133038.2982538102, -159142.9229549078, -20156.04319048443, -100508.5752020568, 64444.41550307459, -78963.72872158632, 52614.061846025215, -115422.19554450459, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790151784E9, 0.0, 2022-10-21 19:14:39.015
127.0, -133035.7948584312, -159138.1620333388, -20156.60198409581, -100503.99309444346, 64438.291125093834, -78958.7889860617, 52621.99671530685, -115425.07891953933, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790152013E9, 0.0, 2022-10-21 19:14:39.015
128.0, -133024.08254433662, -159125.46624248818, -20150.142329948227, -100521.96389698553, 64437.33000008226, -78977.9891345488, 52613.078369269184, -115425.14597477269, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879015225E9, 0.0, 2022-10-21 19:14:39.015
129.0, -133019.16516055647, -159120.1018238189, -20146.163719435182, -100531.88807152369, 64441.64388676213, -78987.08629454211, 52601.88014529707, -115418.8427828363, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790152483E9, 0.0, 2022-10-21 19:14:39.015
130.0, -133020.7968379017, -159118.53720170705, -20143.682675800643, -100522.00860047444, 64441.39801757313, -78985.16404451896, 52597.07452023918, -115419.33452121432, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790152652E9, 0.0, 2022-10-21 19:14:39.015
131.0, -133028.66465194998, -159124.0133790986, -20149.248260170014, -100511.99501895846, 64435.31834308128, -78974.5916693916, 52598.527383628774, -115428.25286725198, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790152771E9, 0.0, 2022-10-21 19:14:39.015
132.0, -133027.5470647272, -159122.69462617574, -20154.27740267246, -100535.15142621416, 64423.94130515353, -78989.92496608794, 52583.015272976794, -115434.95839058858, -0.006, 0.914, 0.054, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790153227E9, 0.0, 2022-10-21 19:14:39.015
133.0, -133024.93191062592, -159117.93370460675, -20154.74678930602, -100557.10083926927, 64420.8567644187, -79020.5468559917, 52559.61299653209, -115434.15372778819, -0.024, 0.924, 0.038, 192.0, 255.0, 64.0, 28.0, 224.0, 1.0, 48.0, 0.0, 0.0, 0.0, 1.6664048790153348E9, 0.0, 2022-10-21 19:14:39.015
134.0, -133017.5334832112, -159116.39143423934, -20149.292963658925, -100551.7811240889, 64423.337808053235, -79028.2582078288, 52557.46722906438, -115425.05656779488, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790153477E9, 0.0, 2022-10-21 19:14:39.015
135.0, -133021.154465813, -159126.0026843551, -20153.048056727417, -100535.55375761435, 64420.342674296226, -79024.61487348257, 52558.67422326496, -115425.07891953933, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790153613E9, 0.0, 2022-10-21 19:14:39.015
136.0, -133016.66176517747, -159127.23203030016, -20154.769141050478, -100547.95897578704, 64417.72752019495, -79037.26596084428, 52552.63925226203, -115428.9457713301, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790153732E9, 0.0, 2022-10-21 19:14:39.015
137.0, -133008.4363232179, -159126.2485535441, -20157.18312945165, -100566.95795857406, 64419.22508707346, -79054.18623139695, 52537.864749177075, -115431.42681496464, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404879015385E9, 0.0, 2022-10-21 19:14:39.015
138.0, -133000.30028823618, -159116.92787610626, -20147.907155502697, -100560.90063582666, 64427.36112205519, -79059.2153738994, 52536.322478809656, -115413.9924542895, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790153968E9, 0.0, 2022-10-21 19:14:39.015
139.0, -132995.38290445603, -159117.01728308407, -20153.003353238506, -100547.51194089794, 64424.41069178709, -79060.69058903345, 52536.523644509754, -115409.3432914428, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154085E9, 0.0, 2022-10-21 19:14:39.015
140.0, -133022.80849490268, -159133.1552425808, -20178.305527961915, -100569.08137429731, 64406.015206100376, -79083.80229280023, 52517.90464137848, -115426.66589339566, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154204E9, 0.0, 2022-10-21 19:14:39.015
141.0, -133024.82015190367, -159122.18053605326, -20173.589309881845, -100592.88598214221, 64410.30674103579, -79109.50679892383, 52495.82111785664, -115423.24607649399, -0.024, 0.924, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154321E9, 0.0, 2022-10-21 19:14:39.015
142.0, -133015.81239888817, -159113.15043129332, -20169.297774946426, -100592.90833388668, 64415.090014349225, -79125.51064795384, 52480.9348560494, -115422.95550381608, -0.046, 0.908, 0.028, 192.0, 254.0, 144.0, 28.0, 96.0, 0.0, 224.0, 0.0, 0.0, 0.0, 1.666404879015444E9, 0.0, 2022-10-21 19:14:39.015
143.0, -133006.55877668367, -159110.02118706956, -20167.554338878912, -100583.31943551534, 64413.279523048346, -79133.19964804646, 52483.259437472756, -115414.32773045632, -0.046, 0.908, 0.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154564E9, 0.0, 2022-10-21 19:14:39.015
144.0, -133006.75994238377, -159110.46822195867, -20166.95084177862, -100586.00164484998, 64412.6536742036, -79135.70304342546, 52482.544181650184, -115412.40548043317, -0.046, 0.908, 0.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154684E9, 0.0, 2022-10-21 19:14:39.015
145.0, -133003.98832607132, -159107.85306785742, -20163.955708021607, -100607.23580208252, 64414.12888933765, -79143.68261619599, 52470.36248092204, -115410.8408583213, -0.046, 0.908, 0.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154805E9, 0.0, 2022-10-21 19:14:39.015
146.0, -132997.01458180125, -159105.12615503385, -20162.81576905439, -100616.75764522048, 64412.94424688152, -79159.95468615946, 52454.69390805887, -115407.46574490855, -0.046, 0.908, 0.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048790154924E9, 0.0, 2022-10-21 19:14:39.015
