%OpenBCI Raw EEG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
96.0, -132514.01573586653, -159345.63092537297, -21717.312540687628, -100490.02325415889, 64498.66318686762, -82017.08877290355, 53016.795577620935, -115773.05087721955, 0.034, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404880572204E9, 0.0, 2022-10-21 19:14:40.572
97.0, -132515.75917193404, -159348.08961726303, -21723.034587268186, -100479.74145170944, 64494.930445543585, -82009.53388327765, 53025.44570272514, -115771.12862719639, 0.034, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048805722191E9, 0.0, 2022-10-21 19:14:40.572
98.0, -132523.47052377113, -159354.616326644, -21727.25906697024, -100477.34981505273, 64493.455230409534, -81998.24625232772, 53037.76151392001, -115770.65924056283, 0.034, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404880572234E9, 0.0, 2022-10-21 19:14:40.572
99.0, -132529.84077094088, -159360.7183528803, -21735.26099148524, -100500.26035311942, 64487.308500684325, -82011.6572990009, 53025.53510970296, -115783.69030758028, 0.034, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048805722487E9, 0.0, 2022-10-21 19:14:40.572
100.0, -132524.40929703825, -159354.79514059963, -21725.381520435993, -100499.7239112525, 64495.355128688236, -82019.68157526036, 53023.27758351297, -115770.45807486273, 0.034, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048805722637E9, 0.0, 2022-10-21 19:14:40.572
101.0, -132526.08567787238, -159357.611460401, -21731.77411935021, -100486.3128645793, 64490.81772456381, -82018.63104327096, 53029.29020277145, -115762.076170692, 0.038, 0.96, 0.042, 192.0, 1.0, 48.0, 30.0, 0.0, 1.0, 80.0, 0.0, 0.0, 0.0, 1.6664048805722787E9, 0.0, 2022-10-21 19:14:40.572
102.0, -132518.73195394658, -159349.9671637973, -21720.01710176672, -100462.62001545669, 64507.11214627173, -82001.12962736245, 53053.51949376101, -115749.73800775266, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048805722954E9, 0.0, 2022-10-21 19:14:40.572
103.0, -132521.7270877036, -159351.867062076, -21723.7274913463, -100475.98635864096, 64509.05674803934, -81997.06160987158, 53052.178389093686, -115760.93623172477, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66640488057231E9, 0.0, 2022-10-21 19:14:40.572
104.0, -132520.00600338055, -159354.2139952438, -21733.36109320654, -100510.11747242422, 64498.03733802287, -82020.3074241051, 53024.46222596911, -115769.60870857343, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048805723248E9, 0.0, 2022-10-21 19:14:40.572
105.0, -132513.76986667752, -159347.68728586286, -21730.455366427348, -100497.89106820716, 64503.4241084366, -82013.37838332396, 53026.652696925725, -115758.41048460132, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404880572482E9, 0.0, 2022-10-21 19:14:40.572
106.0, -132514.59688122236, -159347.7096376073, -21725.314465202628, -100477.17100109709, 64509.39202420617, -82004.43768554184, 53044.10940934532, -115756.3764758559, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810494344E9, 0.0, 2022-10-21 19:14:41.049
107.0, -132520.85536966985, -159353.49873942122, -21737.384407208494, -100496.84053621776, 64497.791468833864, -82030.27630213217, 53029.15609230472, -115765.83126376048, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810495338E9, 0.0, 2022-10-21 19:14:41.049
108.0, -132519.26839581353, -159350.95064055332, -21747.576802680112, -100526.99303948796, 64486.72735532849, -82054.12561346598, 52998.22127797858, -115777.76709529963, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810496E9, 0.0, 2022-10-21 19:14:41.049
109.0, -132512.80874166594, -159343.44045441633, -21737.183241508395, -100513.91726898162, 64498.506724656436, -82043.9108662499, 53003.093958269834, -115762.5232055811, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810496185E9, 0.0, 2022-10-21 19:14:41.049
110.0, -132519.04487836896, -159352.42585568738, -21738.613753153535, -100493.465422805, 64504.45228868155, -82027.79525849763, 53022.49527245704, -115759.88569973537, 0.038, 0.96, 0.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810496366E9, 0.0, 2022-10-21 19:14:41.049
111.0, -132525.19160809417, -159359.1090272795, -21744.939296834385, -100508.39638810116, 64496.42801242209, -82033.62906380047, 53015.85680435381, -115768.75934228413, 0.04, 0.96, 0.036000000000000004, 192.0, 1.0, 64.0, 30.0, 0.0, 1.0, 32.0, 0.0, 0.0, 0.0, 1.6664048810496545E9, 0.0, 2022-10-21 19:14:41.049
112.0, -132518.10610510185, -159353.1634632544, -21746.436863712894, -100534.99496400297, 64493.879913554185, -82048.80589828562, 52995.02497852147, -115765.85361550494, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881049676E9, 0.0, 2022-10-21 19:14:41.049
113.0, -132517.59201497937, -159348.73781785223, -21742.659418899944, -100527.70829531054, 64503.24529448096, -82046.90600000691, 52993.84033606534, -115765.69715329376, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810496936E9, 0.0, 2022-10-21 19:14:41.049
114.0, -132514.68628820017, -159350.8165300866, -21742.122977033017, -100499.03100717437, 64514.644684153165, -82027.59409279753, 53014.001609564024, -115762.54555732556, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881049718E9, 0.0, 2022-10-21 19:14:41.049
115.0, -132513.92632888872, -159350.19068124183, -21743.26291600024, -100503.90368746563, 64511.224867251505, -82030.8127439991, 53017.644943910236, -115764.28899339307, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881049736E9, 0.0, 2022-10-21 19:14:41.049
116.0, -132518.10610510185, -159353.6552016324, -21749.677866658913, -100530.70342906755, 64501.5242101579, -82054.86322103301, 52994.48853665454, -115770.88275800738, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881049754E9, 0.0, 2022-10-21 19:14:41.049
117.0, -132514.10514284435, -159349.0060387857, -21748.15794803595, -100531.70925756804, 64503.93819855907, -82050.86225877551, 52993.39330117623, -115766.07713294949, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810497713E9, 0.0, 2022-10-21 19:14:41.049
118.0, -132508.76307591953, -159342.7028468493, -21746.705084646357, -100507.94935321205, 64510.06257653983, -82035.50661033472, 53007.497251927525, -115756.04119968906, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810497892E9, 0.0, 2022-10-21 19:14:41.049
119.0, -132511.02060210952, -159345.5638701396, -21755.01993358373, -100510.02806544639, 64499.22198047901, -82045.8107645286, 53006.178499004665, -115766.43476086078, 0.04, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881049807E9, 0.0, 2022-10-21 19:14:41.049
120.0, -132517.56966323493, -159353.54344291013, -21763.02185809873, -100530.09993196726, 64492.270587953404, -82065.03326476018, 52991.33694068634, -115779.75640055614, 0.044, 0.96, 0.034, 192.0, 1.0, 96.0, 30.0, 0.0, 1.0, 16.0, 0.0, 0.0, 0.0, 1.6664048810498931E9, 0.0, 2022-10-21 19:14:41.049
121.0, -132523.98461389358, -159356.98561155624, -21760.853738886566, -100543.04159200688, 64490.1248204857, -82075.76210209873, 52979.11053646929, -115780.71752556773, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810499127E9, 0.0, 2022-10-21 19:14:41.049
122.0, -132517.56966323493, -159345.69798060632, -21752.717703904833, -100512.39735035866, 64499.892532812664, -82050.79520354215, 53002.043426280434, -115765.18306317128, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810499308E9, 0.0, 2022-10-21 19:14:41.049
123.0, -132514.97686087812, -159344.9603730393, -21754.215270783337, -100508.66460903462, 64496.38330893318, -82056.36078791152, 53006.75964436051, -115767.75351378364, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810499485E9, 0.0, 2022-10-21 19:14:41.049
124.0, -132514.23925331107, -159343.48515790526, -21754.818767883633, -100515.75011202694, 64503.40175669215, -82050.23640993076, 53011.699379885125, -115768.53582483958, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810499656E9, 0.0, 2022-10-21 19:14:41.049
125.0, -132513.52399748852, -159344.17806198337, -21755.846948128576, -100524.28847840888, 64501.74772760245, -82043.48618310525, 53010.49238568454, -115775.06253422053, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881049983E9, 0.0, 2022-10-21 19:14:41.049
126.0, -132518.77665743552, -159349.58718414154, -21761.12195982003, -100510.38569335768, 64497.43384092258, -82034.23256090077, 53021.71296140111, -115776.4259906323, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810500004E9, 0.0, 2022-10-21 19:14:41.050
127.0, -132525.0798493719, -159355.89037607794, -21770.196768068883, -100508.15051891215, 64488.984881518474, -82047.8671250185, 53025.73627540306, -115775.9789557432, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810500178E9, 0.0, 2022-10-21 19:14:41.050
128.0, -132530.01958489654, -159357.9690883123, -21775.896462904988, -100519.28168765089, 64486.72735532849, -82057.92541002338, 53023.657563168716, -115779.59993834495, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810500348E9, 0.0, 2022-10-21 19:14:41.050
129.0, -132527.04680288397, -159352.29174522063, -21772.63310821451, -100531.5751471013, 64489.543675129855, -82064.18389847087, 53015.3650659758, -115777.14124645488, 0.044, 0.96, 0.034, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810500524E9, 0.0, 2022-10-21 19:14:41.050
130.0, -132509.21011080864, -159334.76797756768, -21756.5845556956, -100500.23800137496, 64506.93333231608, -82042.79327902714, 53037.24742379754, -115754.78950199956, 0.046, 0.9580000000000001, 0.038, 192.0, 1.0, 112.0, 29.0, 240.0, 1.0, 48.0, 0.0, 0.0, 0.0, 1.6664048810500698E9, 0.0, 2022-10-21 19:14:41.050
131.0, -132514.19454982216, -159344.93802129486, -21766.240509300293, -100494.80652747233, 64495.46688741051, -82041.45217435983, 53044.914072145715, -115758.9245747238, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050089E9, 0.0, 2022-10-21 19:14:41.050
132.0, -132513.97103237762, -159344.44628291682, -21765.279384288715, -100500.30505660834, 64500.63014037969, -82039.5075725922, 53048.4232960252, -115752.88960372086, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810501063E9, 0.0, 2022-10-21 19:14:41.050
133.0, -132512.85344515485, -159341.3170386931, -21769.906195390966, -100513.26906839242, 64499.22198047901, -82050.97401749779, 53036.84509239734, -115747.18990888476, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810501237E9, 0.0, 2022-10-21 19:14:41.050
134.0, -132513.68045969968, -159343.39575092742, -21771.917852391944, -100510.72096952451, 64500.183105490585, -82050.03524423066, 53038.02973485348, -115747.41342632931, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810501409E9, 0.0, 2022-10-21 19:14:41.050
135.0, -132518.62019522433, -159348.62605912998, -21778.22104432834, -100499.63450427467, 64500.607788635236, -82039.35111038103, 53049.093848358854, -115753.6272112879, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810501761E9, 0.0, 2022-10-21 19:14:41.050
136.0, -132521.45886677015, -159350.23538473077, -21779.11511410655, -100503.30019036535, 64502.552390402845, -82040.82632551508, 53047.97626113609, -115753.78367349907, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810501933E9, 0.0, 2022-10-21 19:14:41.050
137.0, -132528.96905290714, -159358.95256506832, -21793.152009624482, -100521.44980686305, 64495.086907754776, -82057.05369198963, 53029.87134812729, -115762.45615034773, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050212E9, 0.0, 2022-10-21 19:14:41.050
138.0, -132535.96514892165, -159365.3228122381, -21805.51252430827, -100524.86962376471, 64486.21326520602, -82060.7193780803, 53023.21052827961, -115773.22969117519, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810502243E9, 0.0, 2022-10-21 19:14:41.050
139.0, -132524.36459354934, -159355.9127278224, -21797.13062013753, -100506.29532412236, 64491.28711119737, -82057.81365130111, 53033.00059235103, -115776.20247318775, 0.046, 0.9580000000000001, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810502357E9, 0.0, 2022-10-21 19:14:41.050
140.0, -132534.31111983195, -159366.64156516094, -21805.847800475098, -100503.70252176555, 64495.24336996596, -82057.36661641201, 53036.48746448606, -115766.07713294949, 0.04, 0.962, 0.038, 192.0, 1.0, 64.0, 30.0, 16.0, 1.0, 48.0, 0.0, 0.0, 0.0, 1.6664048810502477E9, 0.0, 2022-10-21 19:14:41.050
141.0, -132536.34512857738, -159365.79219887164, -21808.46295457637, -100525.8307487763, 64491.60003561975, -82071.5152706522, 53024.17165329119, -115766.25594690513, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810502596E9, 0.0, 2022-10-21 19:14:41.050
142.0, -132514.52982598898, -159349.0060387857, -21794.873093947543, -100518.20880391703, 64504.76521310392, -82059.22181120179, 53026.36212424781, -115760.75741776913, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050271E9, 0.0, 2022-10-21 19:14:41.050
143.0, -132523.6269859823, -159359.377248213, -21809.737004010323, -100520.10870219574, 64490.92948328608, -82064.07213974859, 53022.76349339051, -115774.34727839795, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810502827E9, 0.0, 2022-10-21 19:14:41.050
144.0, -132516.51913124553, -159348.64841087442, -21795.096611392095, -100496.48290830647, 64509.36967246171, -82055.53377336667, 53039.77317092099, -115763.99842071516, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810502942E9, 0.0, 2022-10-21 19:14:41.050
145.0, -132518.68725045767, -159348.53665215216, -21799.231684116327, -100504.3730740992, 64511.89541958516, -82059.95941876882, 53039.370839520794, -115768.31230739503, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810503056E9, 0.0, 2022-10-21 19:14:41.050
146.0, -132527.00209939506, -159358.14790226793, -21811.70395752239, -100518.83465276178, 64499.93723630157, -82069.10128225104, 53030.094865571846, -115773.76613304213, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050317E9, 0.0, 2022-10-21 19:14:41.050
147.0, -132522.5764539929, -159355.4209894444, -21806.36189059757, -100504.50718456593, 64501.725375858, -82063.91567753741, 53037.58269996437, -115760.48919683567, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810503285E9, 0.0, 2022-10-21 19:14:41.050
148.0, -132527.15856160625, -159357.85732959, -21810.921646466453, -100492.70546349353, 64505.413413693124, -82052.00219774272, 53050.770229193, -115758.99162995716, 0.04, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810503402E9, 0.0, 2022-10-21 19:14:41.050
149.0, -132522.82232318193, -159357.45499818982, -21814.27440813475, -100517.225327161, 64500.22780897949, -82062.57457287009, 53042.20951106662, -115754.56598455501, 0.046, 0.966, 0.038, 192.0, 1.0, 112.0, 30.0, 48.0, 1.0, 48.0, 0.0, 0.0, 0.0, 1.6664048810503516E9, 0.0, 2022-10-21 19:14:41.050
150.0, -132526.15273310576, -159361.43360870285, -21819.907047737488, -100533.1844727021, 64499.49020141247, -82071.17999448538, 53025.84803412534, -115759.9751067132, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050374E9, 0.0, 2022-10-21 19:14:41.050
151.0, -132524.25283482706, -159359.57841391308, -21817.515411080767, -100518.94641148405, 64504.80991659283, -82060.54056412466, 53035.034601096464, -115762.63496430338, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810503857E9, 0.0, 2022-10-21 19:14:41.050
152.0, -132520.78831443648, -159356.58328015605, -21812.530972067234, -100502.13789965367, 64507.782698605384, -82053.54446811015, 53050.703173959635, -115760.06451369102, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810503967E9, 0.0, 2022-10-21 19:14:41.050
153.0, -132528.76788720704, -159364.38403897095, -21823.7515477838, -100517.18062367209, 64499.24433222346, -82069.12363399549, 53036.62157495279, -115772.78265628609, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810504084E9, 0.0, 2022-10-21 19:14:41.050
154.0, -132526.8232854394, -159358.7737511127, -21818.744757025812, -100534.95026051406, 64501.658320624636, -82076.16443349891, 53028.262022526505, -115769.42989461779, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.66640488105042E9, 0.0, 2022-10-21 19:14:41.050
155.0, -132524.36459354934, -159354.1692917549, -21820.64465530451, -100523.3720568862, 64500.29486421286, -82068.81070957312, 53038.23090055358, -115766.12183643841, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810504313E9, 0.0, 2022-10-21 19:14:41.050
156.0, -132523.02348888203, -159352.5599661541, -21819.63882680402, -100506.69765552256, 64499.557256645836, -82071.55997414113, 53044.57879597888, -115758.05285669005, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810504427E9, 0.0, 2022-10-21 19:14:41.050
157.0, -132524.29753831596, -159357.119722023, -21823.282161150237, -100514.69958003754, 64499.17727699009, -82072.36463694151, 53045.40581052373, -115752.50962406512, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050454E9, 0.0, 2022-10-21 19:14:41.050
158.0, -132519.04487836896, -159346.9049748069, -21820.577600071145, -100531.68690582359, 64505.838096837775, -82073.14694799745, 53041.44955175514, -115753.33663860997, 0.046, 0.966, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810504656E9, 0.0, 2022-10-21 19:14:41.050
159.0, -132516.87675915682, -159348.2013759853, -21810.519315066256, -100520.91336499613, 64515.31523648682, -82065.12267173799, 53045.9199006462, -115747.94986819624, 0.044, 0.962, 0.038, 192.0, 1.0, 96.0, 30.0, 16.0, 1.0, 48.0, 0.0, 0.0, 0.0, 1.6664048810504768E9, 0.0, 2022-10-21 19:14:41.050
160.0, -132517.54731149046, -159351.6658963759, -21814.60968430158, -100500.05918741932, 64513.90707658614, -82057.67954083438, 53058.14630486326, -115745.53587979506, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810504887E9, 0.0, 2022-10-21 19:14:41.050
161.0, -132524.16342784924, -159355.5103964222, -21826.791385029723, -100514.20784165953, 64494.930445543585, -82084.59104115856, 53047.1715983357, -115756.89056597836, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810505E9, 0.0, 2022-10-21 19:14:41.050
162.0, -132526.28684357248, -159359.377248213, -21837.475518879357, -100535.79962680336, 64492.00236701994, -82095.87867210849, 53029.178444049176, -115760.13156892438, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810505114E9, 0.0, 2022-10-21 19:14:41.050
163.0, -132551.7454805071, -159382.69011767986, -21863.64941163652, -100550.0823915103, 64478.03252673538, -82103.63472743449, 53010.82766185137, -115792.4298396623, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810505226E9, 0.0, 2022-10-21 19:14:41.050
164.0, -132535.96514892165, -159363.7134866373, -21840.381245658547, -100519.974591729, 64499.110221756724, -82081.10416902354, 53039.05791509842, -115760.48919683567, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050534E9, 0.0, 2022-10-21 19:14:41.050
165.0, -132524.25283482706, -159350.2577364752, -21821.829297760643, -100505.55771655533, 64516.27636149841, -82066.2179072163, 53058.9733194081, -115745.15590013933, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810505557E9, 0.0, 2022-10-21 19:14:41.050
166.0, -132524.31989006043, -159354.07988477708, -21830.18885018693, -100538.481836138, 64502.7759078474, -82089.15079702745, 53041.04722035494, -115766.18889167177, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810505672E9, 0.0, 2022-10-21 19:14:41.050
167.0, -132520.58714873638, -159350.59301264203, -21827.618399574567, -100539.57707161631, 64508.52030617241, -82091.36361972852, 53032.10652257282, -115763.43962710377, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050579E9, 0.0, 2022-10-21 19:14:41.050
168.0, -132521.41416328124, -159347.97785854078, -21828.400710630503, -100511.99501895846, 64513.169469019114, -82074.8680323205, 53042.99182212256, -115760.71271428022, 0.044, 0.962, 0.038, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810505905E9, 0.0, 2022-10-21 19:14:41.050
169.0, -132523.15759934875, -159349.87775681948, -21836.73791131233, -100514.31960038182, 64505.01108229293, -82083.04877079115, 53040.421371510194, -115760.6233073024, 0.038, 0.96, 0.036000000000000004, 192.0, 1.0, 48.0, 30.0, 0.0, 1.0, 32.0, 0.0, 0.0, 0.0, 1.666404881050602E9, 0.0, 2022-10-21 19:14:41.050
170.0, -132529.21492209614, -159358.30436447912, -21843.622248604566, -100527.61888833271, 64503.4241084366, -82093.48703545178, 53031.97241210609, -115771.64271731887, 0.038, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.666404881050614E9, 0.0, 2022-10-21 19:14:41.050
171.0, -132544.54821879248, -159368.85438786203, -21857.301516211217, -100556.51969391343, 64487.934349529074, -82120.35383228706, 53006.84905133832, -115789.94879602776, 0.038, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810506256E9, 0.0, 2022-10-21 19:14:41.050
172.0, -132529.55019826296, -159355.6221551445, -21848.405521918005, -100546.55081588637, 64493.99167227646, -82117.60456771906, 53014.49334794204, -115771.44155161877, 0.038, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810506372E9, 0.0, 2022-10-21 19:14:41.050
173.0, -132525.30336681646, -159351.2635649757, -21846.684437594944, -100534.19030120257, 64504.25112298145, -82102.628898934, 53031.59243245035, -115757.2705456341, 0.038, 0.96, 0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6664048810506487E9, 0.0, 2022-10-21 19:14:41.050
