0.000000000000000000e+00,3.054036810988456523e+02,4.941182833584491618e+02,3.284959103489060226e+02,3.065376625324249744e+02,6.106717945861707904e+02,3.051564986152905590e+02,4.334260673046910028e+02,7.878765319509757603e+01
4.000000000000000083e-03,3.756358684606804559e+02,5.579200102777818984e+02,3.420069172865472069e+02,3.899911516754585250e+02,8.142134147269492814e+02,6.424788757325525239e+02,5.310191055649734153e+02,3.520876764865931818e+02
8.000000000000000167e-03,3.494671636853193490e+02,5.391019593001323074e+02,5.231371753894619587e+02,5.627012173264483863e+02,6.972410291954851118e+02,1.193534401218428229e+03,8.871719531645350116e+02,1.450843507564877086e+02
1.200000000000000025e-02,2.714217346655229335e+02,4.611444049220327202e+02,3.072627536601242468e+02,1.704212254560671624e+02,5.070439868450591234e+02,4.638411110686822099e+02,2.582767028473963933e+02,1.697247786340972198e+02
1.600000000000000033e-02,2.776245915580406063e+02,4.569690271012916583e+02,1.916518535691008651e+02,1.719074662664617676e+02,5.753010859564761859e+02,2.229797118555349584e+02,2.863696992281923031e+02,3.131212244917806586e+01
2.000000000000000042e-02,3.430733306268256797e+02,5.196879099867392142e+02,2.042589822630824017e+02,6.968967373097140694e+01,7.607265516785602131e+02,3.727992879788277492e+02,1.680529191652143481e+02,1.039392858277153948e+02
2.400000000000000050e-02,3.320987442498533255e+02,5.062349590257806540e+02,5.774220565088478452e+02,6.093048264120143358e+02,7.341955251476431386e+02,1.201458254251311473e+03,9.310881747226613925e+02,1.540442161889738770e+02
2.800000000000000058e-02,2.663954229339329913e+02,4.336040459018420847e+02,6.550495810746014058e+02,3.886670568384338367e+02,5.219346754648684055e+02,6.585212349108896888e+02,5.133397483623663220e+02,1.610512846897356667e+02
3.200000000000000067e-02,2.692747343373374633e+02,4.368599744548048989e+02,3.648691813939178132e+02,2.639424963774350772e+02,4.994556769383275991e+02,2.389452578938794147e+02,3.899936502536094736e+02,1.065508221348473086e+02
3.600000000000000422e-02,3.303138480083046602e+02,4.993474145498641406e+02,6.260512398918086774e+02,1.921854580577325180e+02,6.925553713704393886e+02,1.527494734745213236e+02,1.394465608775523151e+02,2.476099973385250621e+02
4.000000000000000083e-02,3.363763644525658378e+02,5.088694115113204361e+02,5.086985362405891351e+02,4.934667360212217773e+02,7.189790842713077836e+02,1.050261954455120986e+03,8.015074469678427249e+02,1.286106416685614988e+02
4.399999999999999745e-02,2.672376782534053064e+02,4.459949318241571063e+02,7.326749567439774182e+02,5.103611065344840085e+02,5.131280743740646813e+02,7.799850160403461814e+02,6.591044624325954828e+02,2.744425897793957461e+02
4.800000000000000100e-02,2.378465768594132612e+02,4.096288681333368231e+02,4.567305158808532042e+02,3.808297742797647061e+02,4.547486274569095031e+02,1.923589764277007532e+02,5.276611347956368263e+02,1.446312418664875850e+02
5.200000000000000455e-02,2.920278256363782248e+02,4.538756577624598094e+02,4.532705163189954760e+02,4.439484528599468263e+02,6.530352715279767608e+02,4.653202628522993223e+01,5.103913794738549541e+02,2.034927266737597620e+02
5.600000000000000117e-02,3.107613852015779798e+02,4.710722089528301808e+02,6.801057028100730122e+02,5.241201079940585714e+02,7.314328494406662458e+02,9.288696065189438968e+02,7.745343472441082895e+02,2.565153337621152900e+02
5.999999999999999778e-02,2.498607742272411940e+02,4.058091673827380532e+02,5.516773738741644593e+02,4.849438522620864092e+02,5.493469516318150454e+02,8.875006688767258538e+02,6.885435663809331572e+02,2.606539171452292862e+02
6.400000000000000133e-02,2.224455750330498631e+02,3.736193210621396474e+02,5.133708146440085329e+02,4.416509352936511164e+02,4.403122598215728658e+02,9.735253930284710577e+01,5.927196319366676107e+02,1.818436386732336985e+02
6.800000000000000488e-02,2.778283165330442444e+02,4.260496606367641448e+02,3.542856747302047324e+02,3.292338225222102892e+02,5.922738690135097386e+02,2.151094626107236536e+02,4.890135926520204066e+02,8.216204959865248725e+01
7.200000000000000844e-02,3.211571470120964022e+02,4.661149206011559727e+02,7.097955509302973951e+02,5.425522458823339775e+02,7.125293876632682668e+02,7.746052568681174080e+02,7.180698589687968934e+02,3.713527438296863465e+02
7.599999999999999811e-02,2.744762545251447250e+02,4.214251902421786440e+02,5.015733219238197762e+02,4.907332088990119132e+02,5.514464757126295353e+02,1.024848177888547752e+03,7.526982940918333043e+02,1.996882765780872546e+02
8.000000000000000167e-02,2.121943576936303373e+02,3.597730835708229620e+02,4.434980697824820481e+02,2.591703409485905354e+02,3.988355996763174858e+02,7.335443391843341487e+01,2.592405640171650703e+02,2.742551853717662880e+02
8.400000000000000522e-02,2.476248700284103563e+02,3.889765892579119964e+02,2.381173730395978509e+02,2.351846912762055695e+02,5.336752255086413470e+02,2.792755804963020978e+02,3.394797814089419035e+02,5.857244672399045982e+01
8.799999999999999489e-02,3.164747051067064376e+02,4.540656578028097101e+02,4.879280425913731278e+02,4.257938584177202870e+02,6.835025824974999296e+02,6.071466408513807664e+02,5.649705708960577795e+02,4.153625110752954015e+02
