0.000000000000000000e+00,7.497809131178931921e+02,2.585025012869727590e+01,1.973194365708649912e+03,9.807308882268923753e+02,6.468375605354358413e+02,2.389319242862176907e+03,9.398186695130580119e+02,4.378113823809786709e+02
4.000000000000000083e-03,7.372670437435842814e+02,1.623240099912601409e+01,1.934624445669039687e+03,9.676179136110691843e+02,6.446165160786548540e+02,2.382319648705639338e+03,9.266380217354612796e+02,4.426162506098236236e+02
8.000000000000000167e-03,7.496749034612396372e+02,3.819371136745989048e+01,1.940403424542288576e+03,9.568073031649663562e+02,6.323507534940367805e+02,2.328101079587858294e+03,9.560933047512043004e+02,4.303097188569179821e+02
1.200000000000000025e-02,7.446349769237723422e+02,4.122139179261615993e+01,1.917050488814388473e+03,9.671134065396760207e+02,6.255281568394860869e+02,2.338500262484777522e+03,9.422340374904223381e+02,4.246407063403818825e+02
1.600000000000000033e-02,7.419853554197628682e+02,4.512946061581890689e+01,1.901219291010939060e+03,9.563262115146990254e+02,6.285317645565752400e+02,2.308882764747270812e+03,9.223524534403626376e+02,4.212102980615538286e+02
2.000000000000000042e-02,7.477280729406022601e+02,5.540770498040495085e+01,1.895597829687779040e+03,9.473792953520213587e+02,6.142199837015369894e+02,2.292263607114030492e+03,8.987745342334698080e+02,4.106300821494189108e+02
2.400000000000000050e-02,7.336773077305800825e+02,4.804099147765378319e+01,1.869260301455883564e+03,9.226305675991701492e+02,6.187464275710394759e+02,2.259545110809850939e+03,9.070550502532336168e+02,4.184882250860977706e+02
2.800000000000000058e-02,7.243231821670831323e+02,4.630057796770831402e+01,1.850685687198448932e+03,9.118057028402233755e+02,6.190438617192727406e+02,2.218911776279862352e+03,9.202147486699828960e+02,4.217092304966458869e+02
3.200000000000000067e-02,7.266274461598965217e+02,5.712569453306389988e+01,1.841097062749082170e+03,9.276174692012423293e+02,5.956931180228409630e+02,2.234339714013355206e+03,8.795812296813259081e+02,4.035702829320326828e+02
3.600000000000000422e-02,7.213371920184456485e+02,6.336068926896989950e+01,1.823459478998751138e+03,9.131054728820864739e+02,5.913402199326109212e+02,2.219900076261774757e+03,8.573388839969364881e+02,3.972890335674387643e+02
4.000000000000000083e-02,7.174997998360279325e+02,6.603602841389771072e+01,1.805687924287198484e+03,8.988707838946239690e+02,5.860780037918374319e+02,2.194195279477125951e+03,8.635769767219302366e+02,3.971392409372363090e+02
4.399999999999999745e-02,7.083818182395694976e+02,5.881605850199471064e+01,1.783023950228768854e+03,8.915040092431347603e+02,5.839895384578180710e+02,2.177717341462624063e+03,8.650485439651321258e+02,4.004422202171057847e+02
4.800000000000000100e-02,7.035841875245886285e+02,5.988844525414514663e+01,1.764776418937514109e+03,8.847897968912972146e+02,5.852926270219352318e+02,2.153392569355117757e+03,8.445886107407604868e+02,4.001762086195995494e+02
5.200000000000000455e-02,7.195975796037702139e+02,8.472930092762966581e+01,1.769020200534878541e+03,9.000380388175794906e+02,5.574611128343620976e+02,2.147427170569755162e+03,8.039544550012141144e+02,3.735684557310113973e+02
5.600000000000000117e-02,7.288139029731971732e+02,1.001003329875941432e+02,1.770873236888478459e+03,8.977186413733688823e+02,5.364419604440240619e+02,2.119345195392970709e+03,8.084373780947094019e+02,3.541787124041894685e+02
5.999999999999999778e-02,7.184291936115849921e+02,9.323167811676138683e+01,1.748665739853516698e+03,8.768339574602174480e+02,5.400159708165541588e+02,2.087715945405483581e+03,8.330454370550409067e+02,3.610321590887717207e+02
6.400000000000000133e-02,7.050176388500992744e+02,8.582032015747614651e+01,1.724691611327459213e+03,8.638388653971553595e+02,5.443590140056990094e+02,2.078169969151466375e+03,8.233656874322319936e+02,3.698341076542815244e+02
6.800000000000000488e-02,7.000738164633544329e+02,8.751079990332783609e+01,1.712289119826987189e+03,8.522396655646306272e+02,5.421059687276195973e+02,2.060715365959706105e+03,8.012730676736119904e+02,3.727157419303047732e+02
7.200000000000000844e-02,6.958949157096622002e+02,8.782440887603183910e+01,1.698205551682458008e+03,8.349885931594042177e+02,5.401955929364401072e+02,2.027198192237957073e+03,7.962862147795217425e+02,3.713845455842338765e+02
7.599999999999999811e-02,6.845309613160596882e+02,8.316891506167416992e+01,1.679550469540315362e+03,8.165280859486799727e+02,5.440283392876547168e+02,1.982109546352160578e+03,8.124315431608071094e+02,3.699771718332407318e+02
8.000000000000000167e-02,6.767285988876759575e+02,8.354784539387192410e+01,1.662173457098729841e+03,8.151403117843001382e+02,5.381570972211463868e+02,1.967851367085540915e+03,8.029326088663914334e+02,3.667405808598293220e+02
8.400000000000000522e-02,6.738816634302825150e+02,8.903684866852333357e+01,1.648531994915877476e+03,8.152749681165917082e+02,5.270934028433322283e+02,1.967680664819924914e+03,7.736100317688371888e+02,3.580017791884679923e+02
8.799999999999999489e-02,6.736920221151438000e+02,9.671268370779111478e+01,1.637200894579326587e+03,8.027386335597688003e+02,5.226227972599114082e+02,1.942369024503855144e+03,7.685876161776292292e+02,3.505021454067603486e+02
9.199999999999999845e-02,6.673643906188790424e+02,9.469971642814225277e+01,1.618092074850660083e+03,7.873777992158322832e+02,5.227288318978600046e+02,1.910061739163567381e+03,7.813002419731909640e+02,3.507589091712324034e+02
